State / UT Region,Department Code,Service Descriptor,Submission Date,Total Recorded Transactions,Reported Latency (Days)
Uttarakhand,General Administration,Vehicle Registration (Vahan),2025-07-23,3941,9.3
Odisha,General Administration,Vehicle Registration (Vahan),2025-07-09,2575,7.7
Delhi,PDS,Vehicle Registration (Vahan),2025-10-08,4061,6.4
Orissa,PDS,Driving License (Sarathi),2025-10-11,3254,0.7
Maharashtra,General Administration,Ration Subsidies,2025-10-12,3435,5.8
Orissa,General Administration,DigiLocker Pull,2025-07-30,5302,1.0
Karnataka,General Administration,Ration Subsidies,2025-11-11,5288,
Uttaranchal,Identity,Ration Subsidies,2025-11-10,7111,4.9
Orissa,PDS,Caste Certificate,2025-07-20,1977,0.2
Maharashtra,Transport,Vehicle Registration (Vahan),2025-10-01,5521,6.7
Maharashtra,Identity,Ration Subsidies,2025-11-22,4117,13.3
Puducherry,Transport,Ration Subsidies,2025-12-16,3991,3.8
Maharashtra,PDS,DigiLocker Pull,2025-11-17,3310,9.3
Delhi,Revenue,Caste Certificate,2025-07-31,3714,1.5
Puducherry,Identity,Vehicle Registration (Vahan),2025-10-22,2099,1.4
Puducherry,Transport,Driving License (Sarathi),2025-11-06,3145,4.4
Orissa,Transport,Caste Certificate,2025-08-11,4682,4.7
Uttarakhand,Revenue,Caste Certificate,2025-07-18,1939,4.3
Uttarakhand,Identity,DigiLocker Pull,2025-10-12,3181,6.1
Karnataka,General Administration,Caste Certificate,2025-11-04,2704,1.1
Maharashtra,Identity,Vehicle Registration (Vahan),2025-08-24,3697,3.1
Delhi,Revenue,Ration Subsidies,2025-12-18,4188,0.1
Delhi,Identity,Vehicle Registration (Vahan),2025-11-29,6366,3.0
Delhi,PDS,DigiLocker Pull,2025-10-27,5240,3.1
Odisha,Revenue,Vehicle Registration (Vahan),2025-12-31,3053,1.6
Karnataka,General Administration,Driving License (Sarathi),2025-11-03,7192,2.6
Odisha,Revenue,Ration Subsidies,2025-08-29,3629,1.9
Odisha,Revenue,Caste Certificate,2025-07-18,6037,5.5
Delhi,PDS,Driving License (Sarathi),2025-08-18,5109,29.1
Karnataka,Revenue,Ration Subsidies,2025-12-30,4168,0.4
Odisha,Revenue,Vehicle Registration (Vahan),2025-09-07,3496,1.6
Delhi,General Administration,Vehicle Registration (Vahan),2025-08-02,3476,4.8
Puducherry,Identity,Driving License (Sarathi),2025-12-24,4791,5.3
Delhi,Revenue,Vehicle Registration (Vahan),2025-12-29,4477,4.1
Karnataka,Identity,Vehicle Registration (Vahan),2025-11-03,2797,11.4
Puducherry,Revenue,Caste Certificate,2025-10-21,2903,6.3
Odisha,PDS,Vehicle Registration (Vahan),2025-07-04,6343,4.0
Maharashtra,PDS,Driving License (Sarathi),2025-07-20,6534,10.3
Maharashtra,General Administration,Caste Certificate,2025-09-24,5611,13.2
Karnataka,Transport,Driving License (Sarathi),2025-07-14,2526,2.5
Puducherry,Identity,Caste Certificate,2025-12-27,4317,14.3
Odisha,Revenue,Vehicle Registration (Vahan),2025-12-18,6136,0.2
Maharashtra,Identity,Vehicle Registration (Vahan),2025-08-04,4590,2.1
Maharashtra,Revenue,Caste Certificate,2025-09-29,5209,1.0
Puducherry,Identity,Vehicle Registration (Vahan),2025-12-01,3438,4.7
Karnataka,General Administration,Vehicle Registration (Vahan),2025-10-04,4109,3.9
Puducherry,Identity,Caste Certificate,2025-10-23,4554,3.5
Orissa,PDS,Caste Certificate,2025-10-03,3981,0.7
Odisha,General Administration,DigiLocker Pull,2025-07-09,5028,0.8
Maharashtra,General Administration,DigiLocker Pull,2025-12-16,5084,12.6
Maharashtra,General Administration,Driving License (Sarathi),2025-10-20,5576,0.4
Karnataka,Revenue,Caste Certificate,2025-12-01,7050,5.7
Delhi,Identity,Vehicle Registration (Vahan),2025-10-10,5055,15.1
Maharashtra,Transport,DigiLocker Pull,2025-12-19,5227,1.3
Puducherry,Revenue,Vehicle Registration (Vahan),2025-08-24,9551,0.1
Karnataka,Transport,DigiLocker Pull,2025-07-08,3776,0.5
Maharashtra,Revenue,Driving License (Sarathi),2025-07-17,3077,5.2
Puducherry,PDS,Caste Certificate,2025-12-10,3722,2.9
Orissa,Revenue,Driving License (Sarathi),2025-09-24,4902,5.8
Maharashtra,Identity,Vehicle Registration (Vahan),2025-07-27,4377,8.4
Karnataka,Identity,Ration Subsidies,2025-07-22,3900,5.3
Odisha,Transport,Caste Certificate,2025-11-05,4327,8.6
Odisha,Revenue,Driving License (Sarathi),2025-12-11,3048,10.9
Karnataka,Transport,Caste Certificate,2025-08-10,5402,12.7
Karnataka,PDS,Ration Subsidies,2025-09-24,3469,2.3
Puducherry,Identity,Caste Certificate,2025-10-30,6448,1.6
NCT of Delhi,Revenue,Vehicle Registration (Vahan),2025-08-13,4370,
Maharashtra,Revenue,Driving License (Sarathi),2025-11-11,6427,4.0
,Revenue,DigiLocker Pull,2025-07-12,4240,4.2
Karnataka,Revenue,Caste Certificate,2025-07-26,5109,2.2
Maharashtra,General Administration,Vehicle Registration (Vahan),2025-10-11,2397,1.5
Karnataka,Revenue,Driving License (Sarathi),2025-07-17,5137,2.1
Delhi,Revenue,Caste Certificate,2025-10-02,6269,2.4
Karnataka,Transport,Caste Certificate,2025-08-26,3439,5.2
Maharashtra,Transport,Driving License (Sarathi),2025-12-25,6058,11.8
Karnataka,Transport,Caste Certificate,2025-08-15,3541,10.7
Karnataka,Transport,Caste Certificate,2025-12-26,6555,0.1
Maharashtra,PDS,Caste Certificate,2025-08-12,4218,3.1
Karnataka,PDS,Vehicle Registration (Vahan),2025-11-03,3901,5.0
Puducherry,Revenue,Vehicle Registration (Vahan),2025-07-27,3893,1.4
Odisha,PDS,Ration Subsidies,2025-10-10,5383,0.2
Odisha,Revenue,Ration Subsidies,2025-09-21,4633,0.9
Delhi,PDS,Caste Certificate,2025-07-19,6355,9.3
Odisha,Transport,Ration Subsidies,2025-07-21,6873,4.4
Uttarakhand,Revenue,Caste Certificate,2025-12-05,3931,12.2
Uttaranchal,Identity,Vehicle Registration (Vahan),2025-07-09,5004,7.5
Maharashtra,General Administration,Driving License (Sarathi),2025-09-03,4789,3.4
Uttarakhand,General Administration,Vehicle Registration (Vahan),2025-08-31,6398,9.9
NCT of Delhi,PDS,Caste Certificate,2025-09-09,5534,9.7
Maharashtra,Identity,Caste Certificate,2025-11-15,7566,4.2
Maharashtra,Revenue,Driving License (Sarathi),2025-07-16,3106,5.6
NCT of Delhi,Transport,Driving License (Sarathi),2025-10-07,7971,0.8
Karnataka,PDS,Vehicle Registration (Vahan),2025-07-05,4545,19.4
Uttarakhand,General Administration,Ration Subsidies,2025-07-22,4429,1.5
Puducherry,Revenue,Caste Certificate,2025-09-20,3635,6.9
NCT of Delhi,PDS,Ration Subsidies,2025-09-17,7019,2.7
Maharashtra,General Administration,DigiLocker Pull,2025-09-14,6610,14.6
Karnataka,Revenue,DigiLocker Pull,2025-10-26,5083,8.0
Karnataka,Revenue,Driving License (Sarathi),2025-10-30,3986,1.1
Orissa,PDS,Ration Subsidies,2025-10-28,-999,7.0
Karnataka,Revenue,Caste Certificate,2025-09-29,9144,5.0
NCT of Delhi,Transport,Driving License (Sarathi),2025-11-04,5760,1.8
Maharashtra,General Administration,Caste Certificate,2025-08-12,2759,13.6
Orissa,General Administration,Ration Subsidies,2025-08-09,7016,16.8
Delhi,PDS,DigiLocker Pull,2025-09-04,3452,5.6
Karnataka,General Administration,Driving License (Sarathi),2025-10-11,5856,13.7
Karnataka,General Administration,Driving License (Sarathi),2025-11-13,3610,1.0
Maharashtra,Transport,Ration Subsidies,2025-07-05,5303,7.3
Karnataka,PDS,Driving License (Sarathi),2025-11-03,6625,0.6
Karnataka,Transport,Caste Certificate,2025-12-17,6245,10.3
Odisha,Transport,Caste Certificate,2025-12-12,4175,1.4
Delhi,Identity,Driving License (Sarathi),2025-07-10,8544,1.3
Delhi,Identity,Ration Subsidies,2025-07-09,5499,17.3
Karnataka,Revenue,Driving License (Sarathi),2025-11-11,4480,5.2
Karnataka,Identity,Caste Certificate,2025-08-13,6999,7.8
Maharashtra,PDS,DigiLocker Pull,2025-12-13,3913,2.4
Puducherry,Identity,Vehicle Registration (Vahan),2025-09-18,3844,0.9
Karnataka,General Administration,Vehicle Registration (Vahan),2025-11-14,3953,14.1
Uttarakhand,Revenue,Vehicle Registration (Vahan),2025-11-24,4992,10.7
Odisha,PDS,Vehicle Registration (Vahan),2025-07-17,2583,0.1
Karnataka,General Administration,Caste Certificate,2025-07-24,6217,7.9
Odisha,PDS,DigiLocker Pull,2025-12-06,3073,
Delhi,Transport,Vehicle Registration (Vahan),2025-09-21,4725,0.8
Odisha,Identity,DigiLocker Pull,2025-07-17,4468,9.9
Maharashtra,General Administration,Ration Subsidies,2025-09-14,4476,1.4
Delhi,General Administration,Vehicle Registration (Vahan),2025-12-12,5098,2.6
Odisha,Identity,DigiLocker Pull,2025-10-02,5536,3.2
Uttarakhand,General Administration,DigiLocker Pull,2025-11-05,4814,1.9
Odisha,Transport,Driving License (Sarathi),2025-07-30,4687,5.8
Maharashtra,PDS,Caste Certificate,2025-08-06,4186,9.9
Puducherry,PDS,Driving License (Sarathi),2025-10-14,4011,4.4
Uttarakhand,Revenue,Driving License (Sarathi),2025-11-17,8281,6.6
Karnataka,Identity,Driving License (Sarathi),2025-07-22,5189,0.8
Odisha,Identity,Ration Subsidies,2025-11-19,5551,9.1
Uttarakhand,Revenue,Caste Certificate,2025-08-24,4304,0.4
Maharashtra,Revenue,DigiLocker Pull,2025-10-21,6334,23.0
Delhi,Transport,DigiLocker Pull,2025-08-23,4283,2.4
Puducherry,Transport,Vehicle Registration (Vahan),2025-09-27,5312,4.9
Odisha,PDS,Driving License (Sarathi),2025-09-07,5956,4.0
Karnataka,Identity,DigiLocker Pull,2025-08-19,6628,0.2
Maharashtra,Revenue,Driving License (Sarathi),2025-11-01,3203,2.0
Uttarakhand,Transport,Caste Certificate,2025-11-22,4544,0.8
Maharashtra,Transport,Caste Certificate,2025-12-10,5181,
Puducherry,Revenue,Vehicle Registration (Vahan),2025-10-13,5775,14.9
Maharashtra,Identity,Driving License (Sarathi),2025-07-18,6487,1.3
Maharashtra,General Administration,DigiLocker Pull,2025-07-28,8036,3.2
Puducherry,General Administration,Driving License (Sarathi),2025-09-10,4024,20.0
Maharashtra,Revenue,Vehicle Registration (Vahan),2025-08-12,6267,7.9
Uttarakhand,PDS,Caste Certificate,2025-08-16,3898,13.2
Uttarakhand,Identity,Ration Subsidies,2025-12-28,3777,4.5
Maharashtra,Transport,DigiLocker Pull,2025-08-14,3096,3.8
Maharashtra,Transport,DigiLocker Pull,2025-08-12,2902,0.5
Delhi,Revenue,DigiLocker Pull,2025-08-16,7920,6.2
Maharashtra,Revenue,Vehicle Registration (Vahan),2025-08-29,2896,6.1
Karnataka,Revenue,Vehicle Registration (Vahan),2025-11-02,5487,3.5
Delhi,Transport,Caste Certificate,2025-12-23,3116,9.4
Uttarakhand,Transport,DigiLocker Pull,2025-07-22,3741,6.6
Maharashtra,Identity,DigiLocker Pull,2025-10-08,3601,6.8
Karnataka,Transport,Ration Subsidies,2025-07-27,6776,9.1
Puducherry,Identity,DigiLocker Pull,2025-08-27,6941,4.1
Puducherry,Revenue,Vehicle Registration (Vahan),2025-11-28,4668,3.1
Uttarakhand,Identity,Ration Subsidies,2025-07-22,6086,0.4
Uttarakhand,PDS,Ration Subsidies,2025-10-19,4705,3.1
Uttarakhand,Transport,Ration Subsidies,2025-10-03,6036,5.7
Karnataka,Identity,Ration Subsidies,2025-11-30,5691,6.9
Delhi,General Administration,Caste Certificate,2025-08-21,7053,0.3
Odisha,General Administration,Driving License (Sarathi),2025-09-30,4828,0.7
Karnataka,General Administration,Vehicle Registration (Vahan),2025-07-12,6700,15.1
Karnataka,General Administration,Driving License (Sarathi),2025-11-05,2856,1.0
Maharashtra,PDS,Caste Certificate,2025-11-14,5109,11.1
Puducherry,Transport,Ration Subsidies,2025-08-17,4763,2.7
Delhi,PDS,Vehicle Registration (Vahan),2025-11-28,3068,1.8
Delhi,General Administration,DigiLocker Pull,2025-11-07,2585,9.1
Uttarakhand,PDS,Vehicle Registration (Vahan),2025-09-28,4341,2.0
Maharashtra,General Administration,Ration Subsidies,2025-11-10,7191,5.6
Karnataka,Transport,Driving License (Sarathi),2025-11-09,3924,4.0
Delhi,Transport,Ration Subsidies,2025-10-31,6992,22.2
Maharashtra,PDS,Driving License (Sarathi),2025-11-26,8496,5.0
Maharashtra,General Administration,Driving License (Sarathi),2025-08-30,4597,2.4
Maharashtra,Identity,Driving License (Sarathi),2025-12-20,5910,0.5
Uttarakhand,PDS,Ration Subsidies,2025-07-25,3980,8.7
Maharashtra,PDS,Ration Subsidies,2025-08-01,5946,16.1
Maharashtra,Transport,Ration Subsidies,2025-08-19,4450,4.3
Delhi,Transport,DigiLocker Pull,2025-08-12,3170,1.1
Orissa,General Administration,Caste Certificate,2025-11-25,5459,9.3
Maharashtra,Identity,Caste Certificate,2025-10-14,3982,2.3
Delhi,Transport,DigiLocker Pull,2025-08-27,3657,3.6
Maharashtra,Identity,DigiLocker Pull,2025-10-09,4652,3.3
Maharashtra,General Administration,Ration Subsidies,2025-07-29,6551,1.4
Odisha,PDS,DigiLocker Pull,2025-07-26,4691,0.9
Delhi,Transport,DigiLocker Pull,2025-09-23,5282,0.9
Uttarakhand,General Administration,Driving License (Sarathi),2025-12-19,2609,1.5
Karnataka,Identity,Caste Certificate,2025-10-15,5838,3.3
Karnataka,Identity,Ration Subsidies,2025-10-16,3496,9.1
Maharashtra,Revenue,DigiLocker Pull,2025-12-10,6269,4.3
Karnataka,Identity,Ration Subsidies,2025-10-07,3404,19.8
Maharashtra,Identity,Driving License (Sarathi),2025-07-23,4807,9.1
Orissa,Revenue,Caste Certificate,2025-07-10,3486,4.1
Maharashtra,Transport,Ration Subsidies,2025-07-06,7500,9.0
Karnataka,Revenue,Ration Subsidies,2025-10-12,5839,3.4
Delhi,PDS,DigiLocker Pull,2025-11-18,5428,1.2
Karnataka,Transport,Driving License (Sarathi),2025-09-15,6143,5.8
Orissa,Identity,Driving License (Sarathi),2025-12-12,3147,9.3
Delhi,Revenue,Driving License (Sarathi),2025-09-30,4598,1.8
Karnataka,Identity,Ration Subsidies,2025-09-21,3812,1.6
Delhi,Revenue,Ration Subsidies,2025-09-15,4066,11.9
Karnataka,PDS,Vehicle Registration (Vahan),2025-10-18,3114,7.4
Karnataka,PDS,Ration Subsidies,2025-11-06,4119,8.6
Delhi,Transport,Caste Certificate,2025-07-18,9398,0.8
Maharashtra,General Administration,Driving License (Sarathi),2025-09-01,3187,1.3
Puducherry,Identity,Ration Subsidies,2025-11-22,5076,22.6
Karnataka,Identity,Ration Subsidies,2025-09-15,6419,2.9
Odisha,Revenue,DigiLocker Pull,2025-07-16,3350,6.8
Delhi,Revenue,Ration Subsidies,2025-12-17,1981,2.9
Uttarakhand,Revenue,Ration Subsidies,2025-12-11,2702,0.4
Maharashtra,PDS,Driving License (Sarathi),2025-09-16,4813,5.3
Odisha,General Administration,DigiLocker Pull,2025-07-23,4138,6.9
Maharashtra,PDS,Ration Subsidies,2025-11-14,3701,1.2
Karnataka,General Administration,Ration Subsidies,2025-11-25,5918,0.5
Karnataka,Identity,Driving License (Sarathi),2025-11-20,3845,4.6
Karnataka,Identity,DigiLocker Pull,2025-07-03,7444,12.2
Karnataka,Revenue,DigiLocker Pull,2025-07-28,3304,0.3
Maharashtra,Identity,DigiLocker Pull,2025-12-31,6396,5.3
Maharashtra,Revenue,Ration Subsidies,2025-07-25,3866,9.1
Maharashtra,General Administration,Driving License (Sarathi),2025-12-24,2876,13.1
Delhi,Revenue,DigiLocker Pull,2025-12-30,4804,1.0
Karnataka,Revenue,Driving License (Sarathi),2025-08-18,7014,0.4
Karnataka,Transport,Caste Certificate,2025-12-19,4626,10.3
Uttarakhand,General Administration,Ration Subsidies,2025-11-02,4224,21.1
NCT of Delhi,PDS,Driving License (Sarathi),2025-08-25,7439,9.5
Karnataka,Identity,Driving License (Sarathi),2025-08-12,5576,1.4
Maharashtra,Identity,Ration Subsidies,2025-09-06,5162,0.7
Puducherry,PDS,Caste Certificate,2025-11-10,4006,2.2
Maharashtra,Transport,DigiLocker Pull,2025-10-19,6049,0.4
Uttarakhand,Identity,Caste Certificate,2025-10-31,3452,7.1
Uttarakhand,Revenue,Ration Subsidies,2025-07-16,4019,4.6
Maharashtra,Revenue,Driving License (Sarathi),2025-08-10,3173,8.3
Puducherry,Identity,Driving License (Sarathi),2025-07-19,7307,3.7
Odisha,Identity,DigiLocker Pull,2025-08-15,5352,0.7
Puducherry,PDS,Driving License (Sarathi),2025-11-12,6542,10.5
Karnataka,PDS,Ration Subsidies,2025-09-12,-999,3.1
Uttarakhand,General Administration,Vehicle Registration (Vahan),2025-09-03,7795,12.4
Karnataka,Revenue,Vehicle Registration (Vahan),2025-08-06,3573,0.4
Delhi,Revenue,Ration Subsidies,2025-12-09,6149,12.1
NCT of Delhi,Identity,Vehicle Registration (Vahan),2025-12-04,2533,0.5
Maharashtra,Transport,Vehicle Registration (Vahan),2025-10-02,7088,1.0
Maharashtra,Identity,Vehicle Registration (Vahan),2025-08-23,6096,14.3
Odisha,Transport,Ration Subsidies,2025-07-05,3385,0.7
Puducherry,PDS,Driving License (Sarathi),2025-09-26,5485,0.6
Delhi,Transport,Driving License (Sarathi),2025-12-16,2730,3.4
Maharashtra,Revenue,Driving License (Sarathi),2025-10-04,5701,6.8
Odisha,PDS,Ration Subsidies,2025-12-24,5545,11.3
Karnataka,PDS,Caste Certificate,2025-11-13,5159,5.2
Maharashtra,General Administration,Vehicle Registration (Vahan),2025-08-11,4356,8.8
Puducherry,Revenue,Ration Subsidies,2025-07-06,4488,2.5
Maharashtra,Identity,Ration Subsidies,2025-09-12,7062,21.3
Puducherry,Identity,DigiLocker Pull,2025-09-22,9167,5.1
Puducherry,Identity,Ration Subsidies,2025-09-19,3738,
Delhi,Transport,DigiLocker Pull,2025-12-15,6408,1.8
Puducherry,PDS,Driving License (Sarathi),2025-11-29,5494,5.5
Delhi,Transport,DigiLocker Pull,2025-07-24,5199,2.4
Maharashtra,Revenue,Vehicle Registration (Vahan),2025-07-31,8212,2.3
Puducherry,General Administration,Ration Subsidies,2025-10-08,3697,1.4
Uttarakhand,Revenue,Ration Subsidies,2025-12-21,4217,0.9
Maharashtra,PDS,Driving License (Sarathi),2025-09-21,6284,4.1
Odisha,Identity,DigiLocker Pull,2025-07-07,3821,2.3
Maharashtra,PDS,Ration Subsidies,2025-11-28,4830,18.6
Uttarakhand,Revenue,DigiLocker Pull,2025-12-22,5589,3.9
Karnataka,Transport,Vehicle Registration (Vahan),2025-07-18,7757,5.8
Odisha,PDS,Caste Certificate,2025-10-03,5252,15.3
Maharashtra,Transport,Caste Certificate,2025-09-16,3170,16.0
Karnataka,PDS,Vehicle Registration (Vahan),2025-12-27,3503,5.3
Uttaranchal,Transport,Driving License (Sarathi),2025-10-14,3903,0.3
Puducherry,Revenue,Driving License (Sarathi),2025-07-20,6547,0.9
Uttarakhand,PDS,Vehicle Registration (Vahan),2025-09-02,5080,2.9
NCT of Delhi,Revenue,Driving License (Sarathi),2025-07-16,3738,42.4
Delhi,Transport,Caste Certificate,2025-11-22,4479,1.6
Uttarakhand,Identity,Ration Subsidies,2025-10-12,5813,4.0
Puducherry,PDS,Driving License (Sarathi),2025-10-08,5490,4.7
Karnataka,Transport,Ration Subsidies,2025-12-15,3364,6.9
Puducherry,PDS,Vehicle Registration (Vahan),2025-07-01,5250,14.6
Uttarakhand,Identity,Caste Certificate,2025-09-13,5723,0.3
Karnataka,Transport,Driving License (Sarathi),2025-11-19,4615,0.5
,General Administration,Caste Certificate,2025-12-31,3649,0.2
Maharashtra,Revenue,DigiLocker Pull,2025-09-30,4141,1.4
Delhi,PDS,DigiLocker Pull,2025-07-15,7033,0.2
Puducherry,General Administration,DigiLocker Pull,2025-08-21,3083,13.4
Puducherry,PDS,Driving License (Sarathi),2025-12-18,4294,8.0
Puducherry,Transport,Driving License (Sarathi),2025-09-26,4238,6.9
Puducherry,Revenue,Ration Subsidies,2025-11-28,4510,2.3
Maharashtra,Transport,Caste Certificate,2025-07-19,5712,4.0
Karnataka,Revenue,DigiLocker Pull,2025-08-08,5177,3.7
Puducherry,General Administration,Vehicle Registration (Vahan),2025-11-04,5395,2.4
Odisha,Identity,DigiLocker Pull,2025-10-22,5025,7.6
Delhi,Revenue,Caste Certificate,2025-12-29,3317,3.1
Delhi,General Administration,DigiLocker Pull,2025-08-03,6162,6.3
Delhi,PDS,Caste Certificate,2025-09-01,5832,0.7
Maharashtra,Transport,DigiLocker Pull,2025-08-30,2943,5.8
Maharashtra,Transport,Driving License (Sarathi),2025-12-03,6678,5.0
Maharashtra,PDS,Driving License (Sarathi),2025-09-29,6702,4.9
Uttaranchal,General Administration,DigiLocker Pull,2025-08-13,4884,
Delhi,Transport,DigiLocker Pull,2025-10-01,4726,15.3
Karnataka,Revenue,Ration Subsidies,2025-09-16,8957,5.7
Puducherry,Identity,Ration Subsidies,2025-12-04,4240,0.6
Karnataka,Identity,Driving License (Sarathi),2025-07-08,3803,1.4
Odisha,General Administration,Driving License (Sarathi),2025-12-20,4804,32.8
Odisha,Identity,Ration Subsidies,2025-08-11,6286,31.8
Uttarakhand,PDS,Caste Certificate,2025-07-19,6018,2.1
Maharashtra,PDS,Vehicle Registration (Vahan),2025-10-25,7383,5.5
Maharashtra,Identity,Ration Subsidies,2025-07-17,6873,3.8
Uttaranchal,Transport,DigiLocker Pull,2025-11-29,4651,1.6
Karnataka,Revenue,Caste Certificate,2025-08-05,5666,4.1
Karnataka,Transport,Ration Subsidies,2025-10-22,5354,1.3
Karnataka,Identity,Vehicle Registration (Vahan),2025-07-16,3662,
Karnataka,PDS,Driving License (Sarathi),2025-08-25,6237,5.1
Karnataka,Revenue,Driving License (Sarathi),2025-12-02,4879,3.9
Karnataka,PDS,Ration Subsidies,2025-10-28,3561,7.9
Odisha,Transport,Vehicle Registration (Vahan),2025-11-28,6712,4.4
Delhi,PDS,Vehicle Registration (Vahan),2025-11-18,4906,6.9
Odisha,Identity,Ration Subsidies,2025-12-06,4685,0.3
Uttarakhand,Revenue,Vehicle Registration (Vahan),2025-10-05,7336,1.3
Karnataka,Revenue,Caste Certificate,2025-11-23,7910,0.3
Puducherry,Identity,Vehicle Registration (Vahan),2025-10-04,4399,33.7
Uttaranchal,PDS,Caste Certificate,2025-11-19,6067,1.7
Maharashtra,Identity,Caste Certificate,2025-11-08,7064,3.1
Puducherry,Transport,DigiLocker Pull,2025-09-03,3634,9.7
Puducherry,Revenue,Vehicle Registration (Vahan),2025-08-18,5035,1.9
